city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,3.0,Pvt Ltd,5,163,0.0
0.802,Male,No relevent experience,No Enrollment,Phd,STEM,18,4.0,Public Sector,5,52,0.0
0.893,Other,Has relevent experience,No Enrollment,Graduate,STEM,13,6.0,Pvt Ltd,4,11,0.0
0.878,Male,Has relevent experience,No Enrollment,High School,STEM,11,7.0,Pvt Ltd,3,178,0.0
0.926,Male,Has relevent experience,No Enrollment,High School,STEM,20,6.0,Pvt Ltd,5,90,0.0
0.624,Not provided,Has relevent experience,Part time course,Graduate,STEM,3,3.0,Funded Startup,1,118,1.0
0.91,Male,Has relevent experience,No Enrollment,Phd,STEM,20,4.0,NGO,1,23,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Funded Startup,5,43,0.0
0.6659999999999999,Not provided,No relevent experience,No Enrollment,High School,STEM,2,2.0,Funded Startup,0,59,1.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,2.0,Pvt Ltd,5,15,0.0
0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,7,4.0,Funded Startup,2,78,1.0
0.789,Male,No relevent experience,Full time course,Graduate,STEM,5,3.0,Pvt Ltd,0,17,0.0
0.563,Male,No relevent experience,Full time course,Graduate,STEM,1,3.0,Public Sector,1,53,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Funded Startup,1,122,0.0
0.555,Male,Has relevent experience,Full time course,Masters,STEM,15,6.0,Pvt Ltd,4,116,1.0
0.493,Not provided,No relevent experience,No Enrollment,Graduate,STEM,2,2.0,Funded Startup,1,23,1.0
0.855,Not provided,No relevent experience,Full time course,Graduate,STEM,3,5.0,Pvt Ltd,1,40,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,19,0.0
0.91,Not provided,No relevent experience,No Enrollment,Masters,Humanities,13,5.0,Pvt Ltd,0,62,0.0
0.893,Male,Has relevent experience,Part time course,Graduate,STEM,12,7.0,Pvt Ltd,2,34,0.0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,5.0,Public Sector,1,16,0.0
0.924,Male,No relevent experience,Full time course,High School,STEM,6,4.0,Funded Startup,0,15,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,8,8.0,Pvt Ltd,1,81,0.0
0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,5.0,Funded Startup,1,17,1.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,6,0.0
0.624,Male,No relevent experience,No Enrollment,High School,STEM,3,3.0,Pvt Ltd,0,81,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,91,0.0
0.624,Male,Has relevent experience,Part time course,Masters,STEM,15,3.0,Pvt Ltd,5,204,1.0
0.555,Male,Has relevent experience,Full time course,Graduate,STEM,11,4.0,Funded Startup,2,76,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,1,5,0.0
0.579,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,0,3.0,Pvt Ltd,2,11,1.0
0.92,Male,Has relevent experience,Full time course,High School,STEM,4,4.0,Funded Startup,1,154,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,53,0.0
0.92,Male,No relevent experience,No Enrollment,High School,STEM,3,4.0,Pvt Ltd,0,32,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,10,6.0,Pvt Ltd,2,52,0.0
0.518,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,3.0,Pvt Ltd,2,188,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,13,4.0,Funded Startup,5,39,0.0
0.624,Female,Has relevent experience,Full time course,Graduate,STEM,6,5.0,Pvt Ltd,1,6,1.0
0.518,Male,No relevent experience,Full time course,Graduate,STEM,2,3.0,Funded Startup,1,29,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,6.0,Pvt Ltd,1,16,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,14,3.0,Pvt Ltd,4,28,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,4.0,Pvt Ltd,1,124,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Phd,STEM,20,5.0,NGO,5,184,0.0
0.698,Male,Has relevent experience,No Enrollment,Masters,STEM,9,4.0,Pvt Ltd,2,48,0.0
0.804,Not provided,Has relevent experience,No Enrollment,High School,STEM,15,3.0,Pvt Ltd,5,21,0.0
0.897,Male,Has relevent experience,No Enrollment,Phd,STEM,20,8.0,Pvt Ltd,5,52,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,70,0.0
0.92,Not provided,No relevent experience,Full time course,Graduate,STEM,4,6.0,Public Sector,1,15,0.0
0.899,Male,Has relevent experience,No Enrollment,Masters,STEM,6,8.0,Pvt Ltd,1,37,0.0
0.91,Male,Has relevent experience,No Enrollment,High School,STEM,9,6.0,Pvt Ltd,3,77,0.0
0.92,Not provided,No relevent experience,Full time course,High School,STEM,7,4.0,Public Sector,2,12,0.0
0.556,Not provided,No relevent experience,Full time course,Graduate,STEM,7,4.0,Funded Startup,2,54,1.0
0.6659999999999999,Not provided,No relevent experience,Full time course,Masters,STEM,3,3.0,Public Sector,1,30,0.0
0.691,Male,No relevent experience,Part time course,Graduate,STEM,1,4.0,Pvt Ltd,0,25,0.0
0.925,Male,No relevent experience,Full time course,Graduate,Humanities,2,4.0,Public Sector,1,68,0.0
0.893,Male,No relevent experience,No Enrollment,Masters,Business Degree,11,4.0,Pvt Ltd,1,90,0.0
0.926,Female,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,2,40,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,7,4.0,Funded Startup,1,16,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,1,8.0,Pvt Ltd,1,167,1.0
0.893,Male,No relevent experience,No Enrollment,Graduate,STEM,20,6.0,Funded Startup,5,78,0.0
0.804,Male,Has relevent experience,No Enrollment,Masters,STEM,4,3.0,Pvt Ltd,4,148,0.0
0.893,Male,No relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,3,166,0.0
0.682,Male,No relevent experience,Full time course,High School,STEM,6,5.0,Funded Startup,1,45,0.0
0.579,Male,Has relevent experience,Full time course,Graduate,STEM,10,3.0,Pvt Ltd,2,153,1.0
0.887,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,2,2.0,Pvt Ltd,1,218,0.0
0.74,Female,No relevent experience,No Enrollment,Graduate,STEM,5,8.0,Pvt Ltd,2,91,0.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,2,81,0.0
0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,56,0.0
0.903,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,3.0,Pvt Ltd,3,160,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,5.0,Pvt Ltd,0,14,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,3.0,Pvt Ltd,5,6,0.0
0.887,Not provided,No relevent experience,Full time course,High School,Humanities,4,4.0,Pvt Ltd,0,10,0.0
0.624,Not provided,Has relevent experience,Full time course,Masters,STEM,10,4.0,Pvt Ltd,4,44,1.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,3,8.0,Other,1,134,0.0
0.5579999999999999,Female,Has relevent experience,Full time course,Graduate,STEM,14,4.0,Pvt Ltd,5,30,1.0
0.555,Male,No relevent experience,Full time course,Graduate,STEM,3,4.0,Funded Startup,2,44,1.0
0.926,Other,No relevent experience,No Enrollment,High School,Humanities,5,6.0,Pvt Ltd,3,39,0.0
0.698,Male,Has relevent experience,No Enrollment,High School,STEM,8,3.0,Pvt Ltd,5,21,0.0
0.527,Male,Has relevent experience,Full time course,Graduate,STEM,5,4.0,Funded Startup,1,182,1.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,4,7.0,Pvt Ltd,2,62,0.0
0.91,Not provided,Has relevent experience,No Enrollment,High School,Humanities,10,4.0,Pvt Ltd,2,38,0.0
0.939,Male,Has relevent experience,Full time course,High School,STEM,5,8.0,Pvt Ltd,2,66,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,1,1.0,Pvt Ltd,1,125,0.0
0.91,Female,Has relevent experience,No Enrollment,Graduate,Humanities,0,2.0,Funded Startup,1,15,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,17,4.0,Pvt Ltd,5,103,0.0
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,16,3.0,Pvt Ltd,5,42,1.0
0.926,Male,No relevent experience,No Enrollment,Graduate,STEM,0,4.0,Funded Startup,5,41,0.0
0.92,Male,No relevent experience,No Enrollment,Masters,STEM,17,4.0,NGO,5,38,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,Arts,2,8.0,Pvt Ltd,1,92,0.0
0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,7.0,Pvt Ltd,1,34,0.0
0.926,Male,No relevent experience,No Enrollment,Graduate,STEM,15,6.0,Pvt Ltd,5,20,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,12,4.0,Pvt Ltd,5,4,0.0
0.91,Male,No relevent experience,No Enrollment,High School,Humanities,2,4.0,Pvt Ltd,0,17,0.0
0.691,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,3.0,Funded Startup,5,18,0.0
0.91,Female,Has relevent experience,No Enrollment,Graduate,STEM,5,4.0,NGO,1,41,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,3.0,Pvt Ltd,1,25,1.0
0.649,Not provided,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Funded Startup,1,27,1.0
0.926,Male,No relevent experience,No Enrollment,Masters,STEM,19,8.0,Pvt Ltd,5,44,0.0
0.893,Male,Has relevent experience,Part time course,Graduate,Humanities,17,3.0,Pvt Ltd,5,26,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Pvt Ltd,1,9,0.0
0.664,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,4.0,NGO,2,34,1.0
0.624,Male,No relevent experience,No Enrollment,High School,STEM,2,3.0,Funded Startup,0,20,1.0
0.92,Other,No relevent experience,Full time course,Graduate,STEM,4,5.0,Funded Startup,1,114,1.0
0.92,Female,Has relevent experience,No Enrollment,Masters,STEM,10,5.0,Pvt Ltd,2,41,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,8.0,Pvt Ltd,0,80,1.0
0.92,Male,No relevent experience,Full time course,Masters,STEM,7,5.0,Public Sector,1,48,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,4.0,Pvt Ltd,1,16,1.0
0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,15,5.0,Funded Startup,1,60,1.0
0.6659999999999999,Male,Has relevent experience,No Enrollment,Graduate,Other,6,3.0,Funded Startup,1,134,0.0
0.794,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,5.0,Pvt Ltd,2,11,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,5.0,Pvt Ltd,5,58,0.0
0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,3.0,Pvt Ltd,1,17,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,8.0,Pvt Ltd,5,53,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,No Major,2,1.0,Funded Startup,2,35,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,2,26,0.0
0.804,Male,Has relevent experience,No Enrollment,Masters,STEM,15,6.0,Pvt Ltd,3,22,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,4.0,Pvt Ltd,1,78,0.0
0.887,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,8.0,Pvt Ltd,1,222,0.0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,14,5.0,Funded Startup,0,88,0.0
0.527,Male,Has relevent experience,Part time course,Graduate,STEM,2,6.0,Pvt Ltd,1,75,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,2.0,Pvt Ltd,5,47,0.0
0.7759999999999999,Not provided,No relevent experience,No Enrollment,Masters,STEM,16,3.0,Pvt Ltd,0,59,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,51,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Other,8,4.0,NGO,1,128,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,2.0,Early Stage Startup,1,4,0.0
0.682,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,4.0,Pvt Ltd,4,103,0.0
0.55,Male,Has relevent experience,Full time course,Masters,STEM,12,3.0,Funded Startup,5,48,1.0
0.487,Not provided,Has relevent experience,Full time course,Masters,STEM,19,1.0,Funded Startup,2,23,1.0
0.92,Male,No relevent experience,Full time course,Masters,STEM,8,5.0,Public Sector,2,24,1.0
0.887,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Pvt Ltd,0,54,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,13,7.0,Pvt Ltd,4,38,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,0,3.0,Pvt Ltd,1,109,1.0
0.91,Male,No relevent experience,No Enrollment,Graduate,Other,7,8.0,Pvt Ltd,2,18,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,9,3.0,Pvt Ltd,1,62,0.0
0.939,Other,No relevent experience,Part time course,High School,Humanities,2,6.0,Pvt Ltd,2,136,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,13,4.0,NGO,1,106,0.0
0.555,Male,Has relevent experience,Full time course,Graduate,STEM,19,4.0,Funded Startup,1,78,1.0
0.767,Not provided,Has relevent experience,Full time course,Masters,STEM,10,5.0,Pvt Ltd,2,10,0.0
0.899,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,8.0,Pvt Ltd,1,84,0.0
0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Pvt Ltd,5,3,0.0
0.624,Male,No relevent experience,Part time course,Graduate,Other,2,2.0,NGO,2,48,1.0
0.74,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Funded Startup,3,28,0.0
0.887,Male,Has relevent experience,Part time course,Graduate,STEM,20,4.0,Pvt Ltd,2,53,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,46,0.0
0.55,Not provided,No relevent experience,Full time course,Graduate,STEM,2,3.0,Public Sector,1,43,1.0
0.899,Female,Has relevent experience,No Enrollment,Graduate,STEM,17,1.0,Funded Startup,1,52,0.0
0.727,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,4.0,Funded Startup,2,83,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,8.0,Pvt Ltd,1,50,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,2.0,Pvt Ltd,5,12,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,7.0,Funded Startup,1,30,0.0
0.802,Not provided,Has relevent experience,No Enrollment,Masters,STEM,9,4.0,Pvt Ltd,1,2,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Pvt Ltd,5,100,0.0
0.625,Not provided,No relevent experience,Part time course,Graduate,STEM,4,4.0,Funded Startup,1,50,1.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,8.0,Pvt Ltd,2,42,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Funded Startup,5,31,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,Humanities,20,1.0,Pvt Ltd,3,11,0.0
0.8270000000000001,Male,Has relevent experience,No Enrollment,Masters,STEM,20,2.0,Pvt Ltd,5,78,0.0
0.89,Not provided,No relevent experience,Full time course,Graduate,STEM,8,4.0,Public Sector,2,28,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,3.0,Pvt Ltd,2,72,1.0
0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,1.0,Pvt Ltd,1,141,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,Humanities,3,4.0,Funded Startup,5,2,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,2,105,0.0
0.794,Male,Has relevent experience,No Enrollment,Masters,Business Degree,20,3.0,Funded Startup,5,30,0.0
0.682,Male,No relevent experience,No Enrollment,Graduate,STEM,4,6.0,Public Sector,1,14,1.0
0.92,Female,Has relevent experience,No Enrollment,Masters,STEM,2,4.0,Funded Startup,1,8,1.0
0.624,Male,No relevent experience,Part time course,High School,STEM,2,3.0,Funded Startup,0,100,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,Business Degree,5,6.0,Pvt Ltd,1,99,0.0
0.926,Not provided,Has relevent experience,Full time course,Masters,STEM,9,3.0,Pvt Ltd,1,88,0.0
0.895,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,18,5.0,Public Sector,1,20,0.0
0.579,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Early Stage Startup,1,43,0.0
0.762,Male,Has relevent experience,No Enrollment,Masters,STEM,20,7.0,Pvt Ltd,5,15,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,2.0,Pvt Ltd,3,72,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,No Major,15,3.0,Funded Startup,2,48,0.0
0.897,Not provided,Has relevent experience,No Enrollment,Graduate,Humanities,2,1.0,Early Stage Startup,1,75,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,7.0,Pvt Ltd,5,67,0.0
0.563,Not provided,No relevent experience,Full time course,Masters,STEM,2,2.0,Public Sector,1,20,1.0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,3,3.0,Funded Startup,1,83,0.0
0.527,Male,Has relevent experience,Full time course,Masters,STEM,10,5.0,Public Sector,1,40,1.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,Other,3,5.0,Pvt Ltd,1,134,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,146,0.0
0.512,Female,Has relevent experience,No Enrollment,Graduate,STEM,6,4.0,Funded Startup,5,55,1.0
0.624,Not provided,Has relevent experience,Full time course,Masters,STEM,3,3.0,Early Stage Startup,2,110,1.0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,15,5.0,Funded Startup,1,108,1.0
0.649,Male,Has relevent experience,Part time course,Graduate,STEM,5,1.0,Early Stage Startup,1,17,0.0
0.516,Not provided,Has relevent experience,Full time course,Graduate,STEM,12,3.0,Early Stage Startup,5,25,1.0
0.899,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,16,2.0,Pvt Ltd,1,20,0.0
0.68,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,8.0,Pvt Ltd,5,51,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,4.0,Pvt Ltd,2,82,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,3.0,Funded Startup,2,17,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1.0,Funded Startup,5,113,0.0
0.92,Male,Has relevent experience,Part time course,Masters,Humanities,20,3.0,NGO,1,112,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,6.0,Pvt Ltd,2,23,0.0
0.512,Not provided,No relevent experience,Full time course,Graduate,STEM,1,4.0,Funded Startup,1,6,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,6.0,Pvt Ltd,1,11,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,Humanities,2,4.0,Pvt Ltd,1,72,0.0
0.647,Male,Has relevent experience,No Enrollment,Masters,STEM,6,4.0,Pvt Ltd,1,54,0.0
0.579,Male,No relevent experience,No Enrollment,Graduate,STEM,15,5.0,Funded Startup,0,68,1.0
0.6659999999999999,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,6,3.0,Pvt Ltd,1,42,0.0
0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,18,4.0,Funded Startup,5,91,0.0
0.92,Female,Has relevent experience,No Enrollment,Masters,STEM,4,7.0,Pvt Ltd,1,40,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,6,5.0,Pvt Ltd,0,106,0.0
0.738,Male,No relevent experience,No Enrollment,High School,Humanities,2,3.0,Pvt Ltd,0,68,0.0
0.92,Male,No relevent experience,No Enrollment,Primary School,STEM,2,3.0,Funded Startup,0,83,0.0
0.802,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,4.0,Funded Startup,1,130,0.0
0.579,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,11,3.0,Pvt Ltd,5,18,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,2,2.0,Public Sector,2,80,0.0
0.855,Male,Has relevent experience,Part time course,High School,STEM,10,6.0,Public Sector,1,43,0.0
0.518,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Public Sector,1,166,1.0
0.855,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,4.0,Pvt Ltd,1,192,0.0
0.527,Male,No relevent experience,Full time course,High School,STEM,4,4.0,Funded Startup,0,160,1.0
0.624,Not provided,Has relevent experience,Part time course,Masters,STEM,4,3.0,Pvt Ltd,1,96,1.0
0.92,Not provided,Has relevent experience,Full time course,Graduate,STEM,18,3.0,Public Sector,3,68,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,5,69,1.0
0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,5.0,Pvt Ltd,1,31,0.0
0.924,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,156,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,Other,10,2.0,Pvt Ltd,1,130,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,107,0.0
0.579,Male,No relevent experience,No Enrollment,Masters,STEM,5,3.0,NGO,1,89,1.0
0.512,Male,No relevent experience,Full time course,Graduate,STEM,2,3.0,Public Sector,1,68,1.0
0.92,Not provided,No relevent experience,No Enrollment,Primary School,STEM,2,4.0,Pvt Ltd,0,47,0.0
