Time,TimeQuarter,Industry,Demand
2024.0,2024 Q1,Cleaning & Landscaping,2300.0
2024.0,2024 Q1,Other Administrative & Support Services,6000.0
2024.0,2024 Q1,Public Administration & Education,14250.0
2024.0,2024 Q1,Health & Social Services,10850.0
2024.0,2024 Q1,"Arts, Entertainment & Recreation",2950.0
2024.0,2024 Q1,"Other Community, Social & Personal Services",3300.0
2024.0,2024 Q1,Others,250.0
2024.25,2024 Q2,"Food, Beverages & Tobacco",2404.16666666667
2024.25,2024 Q2,Paper/Rubber/Plastic Products & Printing,437.5
2024.25,2024 Q2,"Petroleum, Chemical & Pharmaceutical Products",1758.33333333333
2024.25,2024 Q2,"Fabricated Metal Products, Machinery & Equipment",7429.16666666667
2024.25,2024 Q2,"Electronic, Computer & Optical Products",4875.0
2024.25,2024 Q2,Transport Equipment,3200.0
2024.25,2024 Q2,Other Manufacturing Industries,2112.5
2024.25,2024 Q2,Construction,16366.6666666667
2024.25,2024 Q2,Wholesale Trade,8816.66666666667
2024.25,2024 Q2,Retail Trade,8416.66666666667
2024.25,2024 Q2,Land Transport & Supporting Services,2179.16666666667
2024.25,2024 Q2,Water Transport & Supporting Services,1458.33333333333
2024.25,2024 Q2,Air Transport & Supporting Services,3070.83333333333
2024.25,2024 Q2,Other Transportation & Storage Services,4483.33333333333
2024.25,2024 Q2,Accommodation,966.666666666667
2024.25,2024 Q2,Food & Beverage Services,12454.1666666667
2024.25,2024 Q2,"Telecommunications, Broadcasting & Publishing",2529.16666666667
2024.25,2024 Q2,IT & Other Information Services,11433.3333333333
2024.25,2024 Q2,Financial Services,5383.33333333333
2024.25,2024 Q2,Insurance Services,754.166666666667
2024.25,2024 Q2,Real Estate Services,3337.5
2024.25,2024 Q2,"Legal, Accounting & Management Services",5583.33333333333
2024.25,2024 Q2,Architectural & Engineering Services,4237.5
2024.25,2024 Q2,Other Professional Services,3475.0
2024.25,2024 Q2,Security & Investigation,3079.16666666667
2024.25,2024 Q2,Cleaning & Landscaping,2212.5
2024.25,2024 Q2,Other Administrative & Support Services,6900.0
2024.25,2024 Q2,Public Administration & Education,15391.6666666667
2024.25,2024 Q2,Health & Social Services,11504.1666666667
2024.25,2024 Q2,"Arts, Entertainment & Recreation",3104.16666666667
2024.25,2024 Q2,"Other Community, Social & Personal Services",3541.66666666667
2024.25,2024 Q2,Others,104.166666666667
2024.5,2024 Q3,"Food, Beverages & Tobacco",2566.66666666667
2024.5,2024 Q3,Paper/Rubber/Plastic Products & Printing,300.0
2024.5,2024 Q3,"Petroleum, Chemical & Pharmaceutical Products",1933.33333333333
2024.5,2024 Q3,"Fabricated Metal Products, Machinery & Equipment",8000.0
2024.5,2024 Q3,"Electronic, Computer & Optical Products",5400.0
2024.5,2024 Q3,Transport Equipment,3533.33333333333
2024.5,2024 Q3,Other Manufacturing Industries,2233.33333333333
2024.5,2024 Q3,Construction,17533.3333333333
2024.5,2024 Q3,Wholesale Trade,9366.66666666667
2024.5,2024 Q3,Retail Trade,9200.0
2024.5,2024 Q3,Land Transport & Supporting Services,2200.0
2024.5,2024 Q3,Water Transport & Supporting Services,1400.0
2024.5,2024 Q3,Air Transport & Supporting Services,3433.33333333333
2024.5,2024 Q3,Other Transportation & Storage Services,4666.66666666667
2024.5,2024 Q3,Accommodation,700.0
2024.5,2024 Q3,Food & Beverage Services,13433.3333333333
2024.5,2024 Q3,"Telecommunications, Broadcasting & Publishing",2600.0
2024.5,2024 Q3,IT & Other Information Services,11966.6666666667
2024.5,2024 Q3,Financial Services,4033.33333333333
2024.5,2024 Q3,Insurance Services,700.0
2024.5,2024 Q3,Real Estate Services,3600.0
2024.5,2024 Q3,"Legal, Accounting & Management Services",5466.66666666667
2024.5,2024 Q3,Architectural & Engineering Services,4600.0
2024.5,2024 Q3,Other Professional Services,4066.66666666667
2024.5,2024 Q3,Security & Investigation,3333.33333333333
2024.5,2024 Q3,Cleaning & Landscaping,2100.0
2024.5,2024 Q3,Other Administrative & Support Services,7900.0
2024.5,2024 Q3,Public Administration & Education,16633.3333333333
2024.5,2024 Q3,Health & Social Services,12200.0
2024.5,2024 Q3,"Arts, Entertainment & Recreation",3266.66666666667
2024.5,2024 Q3,"Other Community, Social & Personal Services",3800.0
2024.5,2024 Q3,Others,0.0
